Model	mdlname	Par
5022	'[y^3, y^2, y, x*y, x^2*y^2, x^3*y^3, 1]'	7
5023	'[x^2, y^2, y, x*y, x^2*y^2, x^3*y^3, 1]'	7
5024	'[x^3, x, y, x*y, x^2*y^2, x^3*y^3, 1]'	7
5025	'[y^3, x, y, x*y, x^2*y^2, x^3*y^3, 1]'	7
5026	'[x^2, x, y, x*y, x^2*y^2, x^3*y^3, 1]'	7
5027	'[y^2, x, y, x*y, x^2*y^2, x^3*y^3, 1]'	7
5028	'[x^3, y^3, x^2, y^2, x, x^2*y, 1]'	7
5029	'[x^3, y^3, x^2, y^2, y, x^2*y, 1]'	7
5030	'[x^3, y^3, x^2, x, y, x^2*y, 1]'	7
5031	'[x^3, y^3, y^2, x, y, x^2*y, 1]'	7
5032	'[x^3, x^2, y^2, x, y, x^2*y, 1]'	7
5033	'[y^3, x^2, y^2, x, y, x^2*y, 1]'	7
5034	'[x^3, y^3, x^2, y^2, x*y, x^2*y, 1]'	7
5035	'[x^3, y^3, x^2, x, x*y, x^2*y, 1]'	7
5036	'[x^3, y^3, y^2, x, x*y, x^2*y, 1]'	7
5037	'[x^3, x^2, y^2, x, x*y, x^2*y, 1]'	7
5038	'[y^3, x^2, y^2, x, x*y, x^2*y, 1]'	7
5039	'[x^3, y^3, x^2, y, x*y, x^2*y, 1]'	7
5040	'[x^3, y^3, y^2, y, x*y, x^2*y, 1]'	7
5041	'[x^3, x^2, y^2, y, x*y, x^2*y, 1]'	7
5042	'[y^3, x^2, y^2, y, x*y, x^2*y, 1]'	7
5043	'[x^3, y^3, x, y, x*y, x^2*y, 1]'	7
5044	'[x^3, x^2, x, y, x*y, x^2*y, 1]'	7
5045	'[y^3, x^2, x, y, x*y, x^2*y, 1]'	7
5046	'[x^3, y^2, x, y, x*y, x^2*y, 1]'	7
5047	'[y^3, y^2, x, y, x*y, x^2*y, 1]'	7
5048	'[x^2, y^2, x, y, x*y, x^2*y, 1]'	7
5049	'[x^3, y^3, x^2, y^2, x^2*y^2, x^2*y, 1]'	7
5050	'[x^3, y^3, x^2, x, x^2*y^2, x^2*y, 1]'	7
5051	'[x^3, y^3, y^2, x, x^2*y^2, x^2*y, 1]'	7
5052	'[x^3, x^2, y^2, x, x^2*y^2, x^2*y, 1]'	7
5053	'[y^3, x^2, y^2, x, x^2*y^2, x^2*y, 1]'	7
5054	'[x^3, y^3, x^2, y, x^2*y^2, x^2*y, 1]'	7
5055	'[x^3, y^3, y^2, y, x^2*y^2, x^2*y, 1]'	7
5056	'[x^3, x^2, y^2, y, x^2*y^2, x^2*y, 1]'	7
5057	'[y^3, x^2, y^2, y, x^2*y^2, x^2*y, 1]'	7
5058	'[x^3, y^3, x, y, x^2*y^2, x^2*y, 1]'	7
5059	'[x^3, x^2, x, y, x^2*y^2, x^2*y, 1]'	7
5060	'[y^3, x^2, x, y, x^2*y^2, x^2*y, 1]'	7
5061	'[x^3, y^2, x, y, x^2*y^2, x^2*y, 1]'	7
5062	'[y^3, y^2, x, y, x^2*y^2, x^2*y, 1]'	7
5063	'[x^2, y^2, x, y, x^2*y^2, x^2*y, 1]'	7
5064	'[x^3, y^3, x^2, x*y, x^2*y^2, x^2*y, 1]'	7
5065	'[x^3, y^3, y^2, x*y, x^2*y^2, x^2*y, 1]'	7
5066	'[x^3, x^2, y^2, x*y, x^2*y^2, x^2*y, 1]'	7
5067	'[y^3, x^2, y^2, x*y, x^2*y^2, x^2*y, 1]'	7
5068	'[x^3, y^3, x, x*y, x^2*y^2, x^2*y, 1]'	7
5069	'[x^3, x^2, x, x*y, x^2*y^2, x^2*y, 1]'	7
5070	'[y^3, x^2, x, x*y, x^2*y^2, x^2*y, 1]'	7
5071	'[x^3, y^2, x, x*y, x^2*y^2, x^2*y, 1]'	7
5072	'[y^3, y^2, x, x*y, x^2*y^2, x^2*y, 1]'	7
5073	'[x^2, y^2, x, x*y, x^2*y^2, x^2*y, 1]'	7
5074	'[x^3, y^3, y, x*y, x^2*y^2, x^2*y, 1]'	7
5075	'[x^3, x^2, y, x*y, x^2*y^2, x^2*y, 1]'	7
5076	'[y^3, x^2, y, x*y, x^2*y^2, x^2*y, 1]'	7
5077	'[x^3, y^2, y, x*y, x^2*y^2, x^2*y, 1]'	7
5078	'[y^3, y^2, y, x*y, x^2*y^2, x^2*y, 1]'	7
5079	'[x^2, y^2, y, x*y, x^2*y^2, x^2*y, 1]'	7
5080	'[x^3, x, y, x*y, x^2*y^2, x^2*y, 1]'	7
5081	'[y^3, x, y, x*y, x^2*y^2, x^2*y, 1]'	7
5082	'[x^2, x, y, x*y, x^2*y^2, x^2*y, 1]'	7
5083	'[y^2, x, y, x*y, x^2*y^2, x^2*y, 1]'	7
5084	'[x^3, y^3, x^2, y^2, x^3*y^3, x^2*y, 1]'	7
5085	'[x^3, y^3, x^2, x, x^3*y^3, x^2*y, 1]'	7
5086	'[x^3, y^3, y^2, x, x^3*y^3, x^2*y, 1]'	7
5087	'[x^3, x^2, y^2, x, x^3*y^3, x^2*y, 1]'	7
5088	'[y^3, x^2, y^2, x, x^3*y^3, x^2*y, 1]'	7
5089	'[x^3, y^3, x^2, y, x^3*y^3, x^2*y, 1]'	7
5090	'[x^3, y^3, y^2, y, x^3*y^3, x^2*y, 1]'	7
5091	'[x^3, x^2, y^2, y, x^3*y^3, x^2*y, 1]'	7
5092	'[y^3, x^2, y^2, y, x^3*y^3, x^2*y, 1]'	7
5093	'[x^3, y^3, x, y, x^3*y^3, x^2*y, 1]'	7
5094	'[x^3, x^2, x, y, x^3*y^3, x^2*y, 1]'	7
5095	'[y^3, x^2, x, y, x^3*y^3, x^2*y, 1]'	7
5096	'[x^3, y^2, x, y, x^3*y^3, x^2*y, 1]'	7
5097	'[y^3, y^2, x, y, x^3*y^3, x^2*y, 1]'	7
5098	'[x^2, y^2, x, y, x^3*y^3, x^2*y, 1]'	7
5099	'[x^3, y^3, x^2, x*y, x^3*y^3, x^2*y, 1]'	7
5100	'[x^3, y^3, y^2, x*y, x^3*y^3, x^2*y, 1]'	7
5101	'[x^3, x^2, y^2, x*y, x^3*y^3, x^2*y, 1]'	7
5102	'[y^3, x^2, y^2, x*y, x^3*y^3, x^2*y, 1]'	7
5103	'[x^3, y^3, x, x*y, x^3*y^3, x^2*y, 1]'	7
5104	'[x^3, x^2, x, x*y, x^3*y^3, x^2*y, 1]'	7
5105	'[y^3, x^2, x, x*y, x^3*y^3, x^2*y, 1]'	7
5106	'[x^3, y^2, x, x*y, x^3*y^3, x^2*y, 1]'	7
5107	'[y^3, y^2, x, x*y, x^3*y^3, x^2*y, 1]'	7
5108	'[x^2, y^2, x, x*y, x^3*y^3, x^2*y, 1]'	7
5109	'[x^3, y^3, y, x*y, x^3*y^3, x^2*y, 1]'	7
5110	'[x^3, x^2, y, x*y, x^3*y^3, x^2*y, 1]'	7
5111	'[y^3, x^2, y, x*y, x^3*y^3, x^2*y, 1]'	7
5112	'[x^3, y^2, y, x*y, x^3*y^3, x^2*y, 1]'	7
5113	'[y^3, y^2, y, x*y, x^3*y^3, x^2*y, 1]'	7
5114	'[x^2, y^2, y, x*y, x^3*y^3, x^2*y, 1]'	7
5115	'[x^3, x, y, x*y, x^3*y^3, x^2*y, 1]'	7
5116	'[y^3, x, y, x*y, x^3*y^3, x^2*y, 1]'	7
5117	'[x^2, x, y, x*y, x^3*y^3, x^2*y, 1]'	7
5118	'[y^2, x, y, x*y, x^3*y^3, x^2*y, 1]'	7
5119	'[x^3, y^3, x^2, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5120	'[x^3, y^3, y^2, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5121	'[x^3, x^2, y^2, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5122	'[y^3, x^2, y^2, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5123	'[x^3, y^3, x, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5124	'[x^3, x^2, x, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5125	'[y^3, x^2, x, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5126	'[x^3, y^2, x, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5127	'[y^3, y^2, x, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5128	'[x^2, y^2, x, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5129	'[x^3, y^3, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5130	'[x^3, x^2, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5131	'[y^3, x^2, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5132	'[x^3, y^2, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5133	'[y^3, y^2, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5134	'[x^2, y^2, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5135	'[x^3, x, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5136	'[y^3, x, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5137	'[x^2, x, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5138	'[y^2, x, y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5139	'[x^3, y^3, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5140	'[x^3, x^2, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5141	'[y^3, x^2, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5142	'[x^3, y^2, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5143	'[y^3, y^2, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5144	'[x^2, y^2, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5145	'[x^3, x, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5146	'[y^3, x, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5147	'[x^2, x, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5148	'[y^2, x, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5149	'[x^3, y, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5150	'[y^3, y, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5151	'[x^2, y, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5152	'[y^2, y, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5153	'[x, y, x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	7
5154	'[x^3, y^3, x^2, y^2, x, x^3*y, 1]'	7
5155	'[x^3, y^3, x^2, y^2, y, x^3*y, 1]'	7
5156	'[x^3, y^3, x^2, x, y, x^3*y, 1]'	7
5157	'[x^3, y^3, y^2, x, y, x^3*y, 1]'	7
5158	'[x^3, x^2, y^2, x, y, x^3*y, 1]'	7
5159	'[y^3, x^2, y^2, x, y, x^3*y, 1]'	7
5160	'[x^3, y^3, x^2, y^2, x*y, x^3*y, 1]'	7
5161	'[x^3, y^3, x^2, x, x*y, x^3*y, 1]'	7
5162	'[x^3, y^3, y^2, x, x*y, x^3*y, 1]'	7
5163	'[x^3, x^2, y^2, x, x*y, x^3*y, 1]'	7
5164	'[y^3, x^2, y^2, x, x*y, x^3*y, 1]'	7
5165	'[x^3, y^3, x^2, y, x*y, x^3*y, 1]'	7
5166	'[x^3, y^3, y^2, y, x*y, x^3*y, 1]'	7
5167	'[x^3, x^2, y^2, y, x*y, x^3*y, 1]'	7
5168	'[y^3, x^2, y^2, y, x*y, x^3*y, 1]'	7
5169	'[x^3, y^3, x, y, x*y, x^3*y, 1]'	7
5170	'[x^3, x^2, x, y, x*y, x^3*y, 1]'	7
5171	'[y^3, x^2, x, y, x*y, x^3*y, 1]'	7
5172	'[x^3, y^2, x, y, x*y, x^3*y, 1]'	7
5173	'[y^3, y^2, x, y, x*y, x^3*y, 1]'	7
5174	'[x^2, y^2, x, y, x*y, x^3*y, 1]'	7
5175	'[x^3, y^3, x^2, y^2, x^2*y^2, x^3*y, 1]'	7
5176	'[x^3, y^3, x^2, x, x^2*y^2, x^3*y, 1]'	7
5177	'[x^3, y^3, y^2, x, x^2*y^2, x^3*y, 1]'	7
5178	'[x^3, x^2, y^2, x, x^2*y^2, x^3*y, 1]'	7
5179	'[y^3, x^2, y^2, x, x^2*y^2, x^3*y, 1]'	7
5180	'[x^3, y^3, x^2, y, x^2*y^2, x^3*y, 1]'	7
5181	'[x^3, y^3, y^2, y, x^2*y^2, x^3*y, 1]'	7
5182	'[x^3, x^2, y^2, y, x^2*y^2, x^3*y, 1]'	7
5183	'[y^3, x^2, y^2, y, x^2*y^2, x^3*y, 1]'	7
5184	'[x^3, y^3, x, y, x^2*y^2, x^3*y, 1]'	7
5185	'[x^3, x^2, x, y, x^2*y^2, x^3*y, 1]'	7
5186	'[y^3, x^2, x, y, x^2*y^2, x^3*y, 1]'	7
5187	'[x^3, y^2, x, y, x^2*y^2, x^3*y, 1]'	7
5188	'[y^3, y^2, x, y, x^2*y^2, x^3*y, 1]'	7
5189	'[x^2, y^2, x, y, x^2*y^2, x^3*y, 1]'	7
5190	'[x^3, y^3, x^2, x*y, x^2*y^2, x^3*y, 1]'	7
5191	'[x^3, y^3, y^2, x*y, x^2*y^2, x^3*y, 1]'	7
5192	'[x^3, x^2, y^2, x*y, x^2*y^2, x^3*y, 1]'	7
5193	'[y^3, x^2, y^2, x*y, x^2*y^2, x^3*y, 1]'	7
5194	'[x^3, y^3, x, x*y, x^2*y^2, x^3*y, 1]'	7
5195	'[x^3, x^2, x, x*y, x^2*y^2, x^3*y, 1]'	7
5196	'[y^3, x^2, x, x*y, x^2*y^2, x^3*y, 1]'	7
5197	'[x^3, y^2, x, x*y, x^2*y^2, x^3*y, 1]'	7
5198	'[y^3, y^2, x, x*y, x^2*y^2, x^3*y, 1]'	7
5199	'[x^2, y^2, x, x*y, x^2*y^2, x^3*y, 1]'	7
5200	'[x^3, y^3, y, x*y, x^2*y^2, x^3*y, 1]'	7
5201	'[x^3, x^2, y, x*y, x^2*y^2, x^3*y, 1]'	7
5202	'[y^3, x^2, y, x*y, x^2*y^2, x^3*y, 1]'	7
5203	'[x^3, y^2, y, x*y, x^2*y^2, x^3*y, 1]'	7
5204	'[y^3, y^2, y, x*y, x^2*y^2, x^3*y, 1]'	7
5205	'[x^2, y^2, y, x*y, x^2*y^2, x^3*y, 1]'	7
5206	'[x^3, x, y, x*y, x^2*y^2, x^3*y, 1]'	7
5207	'[y^3, x, y, x*y, x^2*y^2, x^3*y, 1]'	7
5208	'[x^2, x, y, x*y, x^2*y^2, x^3*y, 1]'	7
5209	'[y^2, x, y, x*y, x^2*y^2, x^3*y, 1]'	7
5210	'[x^3, y^3, x^2, y^2, x^3*y^3, x^3*y, 1]'	7
5211	'[x^3, y^3, x^2, x, x^3*y^3, x^3*y, 1]'	7
5212	'[x^3, y^3, y^2, x, x^3*y^3, x^3*y, 1]'	7
5213	'[x^3, x^2, y^2, x, x^3*y^3, x^3*y, 1]'	7
5214	'[y^3, x^2, y^2, x, x^3*y^3, x^3*y, 1]'	7
5215	'[x^3, y^3, x^2, y, x^3*y^3, x^3*y, 1]'	7
5216	'[x^3, y^3, y^2, y, x^3*y^3, x^3*y, 1]'	7
5217	'[x^3, x^2, y^2, y, x^3*y^3, x^3*y, 1]'	7
5218	'[y^3, x^2, y^2, y, x^3*y^3, x^3*y, 1]'	7
5219	'[x^3, y^3, x, y, x^3*y^3, x^3*y, 1]'	7
5220	'[x^3, x^2, x, y, x^3*y^3, x^3*y, 1]'	7
5221	'[y^3, x^2, x, y, x^3*y^3, x^3*y, 1]'	7
5222	'[x^3, y^2, x, y, x^3*y^3, x^3*y, 1]'	7
5223	'[y^3, y^2, x, y, x^3*y^3, x^3*y, 1]'	7
5224	'[x^2, y^2, x, y, x^3*y^3, x^3*y, 1]'	7
5225	'[x^3, y^3, x^2, x*y, x^3*y^3, x^3*y, 1]'	7
5226	'[x^3, y^3, y^2, x*y, x^3*y^3, x^3*y, 1]'	7
5227	'[x^3, x^2, y^2, x*y, x^3*y^3, x^3*y, 1]'	7
5228	'[y^3, x^2, y^2, x*y, x^3*y^3, x^3*y, 1]'	7
5229	'[x^3, y^3, x, x*y, x^3*y^3, x^3*y, 1]'	7
5230	'[x^3, x^2, x, x*y, x^3*y^3, x^3*y, 1]'	7
5231	'[y^3, x^2, x, x*y, x^3*y^3, x^3*y, 1]'	7
5232	'[x^3, y^2, x, x*y, x^3*y^3, x^3*y, 1]'	7
5233	'[y^3, y^2, x, x*y, x^3*y^3, x^3*y, 1]'	7
5234	'[x^2, y^2, x, x*y, x^3*y^3, x^3*y, 1]'	7
5235	'[x^3, y^3, y, x*y, x^3*y^3, x^3*y, 1]'	7
5236	'[x^3, x^2, y, x*y, x^3*y^3, x^3*y, 1]'	7
5237	'[y^3, x^2, y, x*y, x^3*y^3, x^3*y, 1]'	7
5238	'[x^3, y^2, y, x*y, x^3*y^3, x^3*y, 1]'	7
5239	'[y^3, y^2, y, x*y, x^3*y^3, x^3*y, 1]'	7
5240	'[x^2, y^2, y, x*y, x^3*y^3, x^3*y, 1]'	7
5241	'[x^3, x, y, x*y, x^3*y^3, x^3*y, 1]'	7
5242	'[y^3, x, y, x*y, x^3*y^3, x^3*y, 1]'	7
5243	'[x^2, x, y, x*y, x^3*y^3, x^3*y, 1]'	7
5244	'[y^2, x, y, x*y, x^3*y^3, x^3*y, 1]'	7
5245	'[x^3, y^3, x^2, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5246	'[x^3, y^3, y^2, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5247	'[x^3, x^2, y^2, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5248	'[y^3, x^2, y^2, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5249	'[x^3, y^3, x, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5250	'[x^3, x^2, x, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5251	'[y^3, x^2, x, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5252	'[x^3, y^2, x, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5253	'[y^3, y^2, x, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5254	'[x^2, y^2, x, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5255	'[x^3, y^3, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5256	'[x^3, x^2, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5257	'[y^3, x^2, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5258	'[x^3, y^2, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5259	'[y^3, y^2, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5260	'[x^2, y^2, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5261	'[x^3, x, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5262	'[y^3, x, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5263	'[x^2, x, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5264	'[y^2, x, y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5265	'[x^3, y^3, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5266	'[x^3, x^2, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5267	'[y^3, x^2, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5268	'[x^3, y^2, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5269	'[y^3, y^2, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5270	'[x^2, y^2, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5271	'[x^3, x, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5272	'[y^3, x, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5273	'[x^2, x, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5274	'[y^2, x, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5275	'[x^3, y, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5276	'[y^3, y, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5277	'[x^2, y, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5278	'[y^2, y, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5279	'[x, y, x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	7
5280	'[x^3, y^3, x^2, y^2, x^2*y, x^3*y, 1]'	7
5281	'[x^3, y^3, x^2, x, x^2*y, x^3*y, 1]'	7
5282	'[x^3, y^3, y^2, x, x^2*y, x^3*y, 1]'	7
5283	'[x^3, x^2, y^2, x, x^2*y, x^3*y, 1]'	7
5284	'[y^3, x^2, y^2, x, x^2*y, x^3*y, 1]'	7
5285	'[x^3, y^3, x^2, y, x^2*y, x^3*y, 1]'	7
5286	'[x^3, y^3, y^2, y, x^2*y, x^3*y, 1]'	7
5287	'[x^3, x^2, y^2, y, x^2*y, x^3*y, 1]'	7
5288	'[y^3, x^2, y^2, y, x^2*y, x^3*y, 1]'	7
5289	'[x^3, y^3, x, y, x^2*y, x^3*y, 1]'	7
5290	'[x^3, x^2, x, y, x^2*y, x^3*y, 1]'	7
5291	'[y^3, x^2, x, y, x^2*y, x^3*y, 1]'	7
5292	'[x^3, y^2, x, y, x^2*y, x^3*y, 1]'	7
5293	'[y^3, y^2, x, y, x^2*y, x^3*y, 1]'	7
5294	'[x^2, y^2, x, y, x^2*y, x^3*y, 1]'	7
5295	'[x^3, y^3, x^2, x*y, x^2*y, x^3*y, 1]'	7
5296	'[x^3, y^3, y^2, x*y, x^2*y, x^3*y, 1]'	7
5297	'[x^3, x^2, y^2, x*y, x^2*y, x^3*y, 1]'	7
5298	'[y^3, x^2, y^2, x*y, x^2*y, x^3*y, 1]'	7
5299	'[x^3, y^3, x, x*y, x^2*y, x^3*y, 1]'	7
5300	'[x^3, x^2, x, x*y, x^2*y, x^3*y, 1]'	7
5301	'[y^3, x^2, x, x*y, x^2*y, x^3*y, 1]'	7
5302	'[x^3, y^2, x, x*y, x^2*y, x^3*y, 1]'	7
5303	'[y^3, y^2, x, x*y, x^2*y, x^3*y, 1]'	7
5304	'[x^2, y^2, x, x*y, x^2*y, x^3*y, 1]'	7
5305	'[x^3, y^3, y, x*y, x^2*y, x^3*y, 1]'	7
5306	'[x^3, x^2, y, x*y, x^2*y, x^3*y, 1]'	7
5307	'[y^3, x^2, y, x*y, x^2*y, x^3*y, 1]'	7
5308	'[x^3, y^2, y, x*y, x^2*y, x^3*y, 1]'	7
5309	'[y^3, y^2, y, x*y, x^2*y, x^3*y, 1]'	7
5310	'[x^2, y^2, y, x*y, x^2*y, x^3*y, 1]'	7
5311	'[x^3, x, y, x*y, x^2*y, x^3*y, 1]'	7
5312	'[y^3, x, y, x*y, x^2*y, x^3*y, 1]'	7
5313	'[x^2, x, y, x*y, x^2*y, x^3*y, 1]'	7
5314	'[y^2, x, y, x*y, x^2*y, x^3*y, 1]'	7
5315	'[x^3, y^3, x^2, x^2*y^2, x^2*y, x^3*y, 1]'	7
5316	'[x^3, y^3, y^2, x^2*y^2, x^2*y, x^3*y, 1]'	7
5317	'[x^3, x^2, y^2, x^2*y^2, x^2*y, x^3*y, 1]'	7
5318	'[y^3, x^2, y^2, x^2*y^2, x^2*y, x^3*y, 1]'	7
5319	'[x^3, y^3, x, x^2*y^2, x^2*y, x^3*y, 1]'	7
5320	'[x^3, x^2, x, x^2*y^2, x^2*y, x^3*y, 1]'	7
5321	'[y^3, x^2, x, x^2*y^2, x^2*y, x^3*y, 1]'	7
5322	'[x^3, y^2, x, x^2*y^2, x^2*y, x^3*y, 1]'	7
5323	'[y^3, y^2, x, x^2*y^2, x^2*y, x^3*y, 1]'	7
5324	'[x^2, y^2, x, x^2*y^2, x^2*y, x^3*y, 1]'	7
5325	'[x^3, y^3, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5326	'[x^3, x^2, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5327	'[y^3, x^2, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5328	'[x^3, y^2, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5329	'[y^3, y^2, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5330	'[x^2, y^2, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5331	'[x^3, x, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5332	'[y^3, x, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5333	'[x^2, x, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5334	'[y^2, x, y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5335	'[x^3, y^3, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5336	'[x^3, x^2, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5337	'[y^3, x^2, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5338	'[x^3, y^2, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5339	'[y^3, y^2, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5340	'[x^2, y^2, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5341	'[x^3, x, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5342	'[y^3, x, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5343	'[x^2, x, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5344	'[y^2, x, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5345	'[x^3, y, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5346	'[y^3, y, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5347	'[x^2, y, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5348	'[y^2, y, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5349	'[x, y, x*y, x^2*y^2, x^2*y, x^3*y, 1]'	7
5350	'[x^3, y^3, x^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5351	'[x^3, y^3, y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5352	'[x^3, x^2, y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5353	'[y^3, x^2, y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5354	'[x^3, y^3, x, x^3*y^3, x^2*y, x^3*y, 1]'	7
5355	'[x^3, x^2, x, x^3*y^3, x^2*y, x^3*y, 1]'	7
5356	'[y^3, x^2, x, x^3*y^3, x^2*y, x^3*y, 1]'	7
5357	'[x^3, y^2, x, x^3*y^3, x^2*y, x^3*y, 1]'	7
5358	'[y^3, y^2, x, x^3*y^3, x^2*y, x^3*y, 1]'	7
5359	'[x^2, y^2, x, x^3*y^3, x^2*y, x^3*y, 1]'	7
5360	'[x^3, y^3, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5361	'[x^3, x^2, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5362	'[y^3, x^2, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5363	'[x^3, y^2, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5364	'[y^3, y^2, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5365	'[x^2, y^2, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5366	'[x^3, x, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5367	'[y^3, x, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5368	'[x^2, x, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
