Model	mdlname	Par
5369	'[y^2, x, y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5370	'[x^3, y^3, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5371	'[x^3, x^2, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5372	'[y^3, x^2, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5373	'[x^3, y^2, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5374	'[y^3, y^2, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5375	'[x^2, y^2, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5376	'[x^3, x, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5377	'[y^3, x, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5378	'[x^2, x, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5379	'[y^2, x, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5380	'[x^3, y, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5381	'[y^3, y, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5382	'[x^2, y, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5383	'[y^2, y, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5384	'[x, y, x*y, x^3*y^3, x^2*y, x^3*y, 1]'	7
5385	'[x^3, y^3, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5386	'[x^3, x^2, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5387	'[y^3, x^2, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5388	'[x^3, y^2, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5389	'[y^3, y^2, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5390	'[x^2, y^2, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5391	'[x^3, x, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5392	'[y^3, x, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5393	'[x^2, x, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5394	'[y^2, x, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5395	'[x^3, y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5396	'[y^3, y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5397	'[x^2, y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5398	'[y^2, y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5399	'[x, y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5400	'[x^3, x*y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5401	'[y^3, x*y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5402	'[x^2, x*y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5403	'[y^2, x*y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5404	'[x, x*y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5405	'[y, x*y, x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	7
5406	'[x^3, y^3, x^2, y^2, x, x*y^2, 1]'	7
5407	'[x^3, y^3, x^2, y^2, y, x*y^2, 1]'	7
5408	'[x^3, y^3, x^2, x, y, x*y^2, 1]'	7
5409	'[x^3, y^3, y^2, x, y, x*y^2, 1]'	7
5410	'[x^3, x^2, y^2, x, y, x*y^2, 1]'	7
5411	'[y^3, x^2, y^2, x, y, x*y^2, 1]'	7
5412	'[x^3, y^3, x^2, y^2, x*y, x*y^2, 1]'	7
5413	'[x^3, y^3, x^2, x, x*y, x*y^2, 1]'	7
5414	'[x^3, y^3, y^2, x, x*y, x*y^2, 1]'	7
5415	'[x^3, x^2, y^2, x, x*y, x*y^2, 1]'	7
5416	'[y^3, x^2, y^2, x, x*y, x*y^2, 1]'	7
5417	'[x^3, y^3, x^2, y, x*y, x*y^2, 1]'	7
5418	'[x^3, y^3, y^2, y, x*y, x*y^2, 1]'	7
5419	'[x^3, x^2, y^2, y, x*y, x*y^2, 1]'	7
5420	'[y^3, x^2, y^2, y, x*y, x*y^2, 1]'	7
5421	'[x^3, y^3, x, y, x*y, x*y^2, 1]'	7
5422	'[x^3, x^2, x, y, x*y, x*y^2, 1]'	7
5423	'[y^3, x^2, x, y, x*y, x*y^2, 1]'	7
5424	'[x^3, y^2, x, y, x*y, x*y^2, 1]'	7
5425	'[y^3, y^2, x, y, x*y, x*y^2, 1]'	7
5426	'[x^2, y^2, x, y, x*y, x*y^2, 1]'	7
5427	'[x^3, y^3, x^2, y^2, x^2*y^2, x*y^2, 1]'	7
5428	'[x^3, y^3, x^2, x, x^2*y^2, x*y^2, 1]'	7
5429	'[x^3, y^3, y^2, x, x^2*y^2, x*y^2, 1]'	7
5430	'[x^3, x^2, y^2, x, x^2*y^2, x*y^2, 1]'	7
5431	'[y^3, x^2, y^2, x, x^2*y^2, x*y^2, 1]'	7
5432	'[x^3, y^3, x^2, y, x^2*y^2, x*y^2, 1]'	7
5433	'[x^3, y^3, y^2, y, x^2*y^2, x*y^2, 1]'	7
5434	'[x^3, x^2, y^2, y, x^2*y^2, x*y^2, 1]'	7
5435	'[y^3, x^2, y^2, y, x^2*y^2, x*y^2, 1]'	7
5436	'[x^3, y^3, x, y, x^2*y^2, x*y^2, 1]'	7
5437	'[x^3, x^2, x, y, x^2*y^2, x*y^2, 1]'	7
5438	'[y^3, x^2, x, y, x^2*y^2, x*y^2, 1]'	7
5439	'[x^3, y^2, x, y, x^2*y^2, x*y^2, 1]'	7
5440	'[y^3, y^2, x, y, x^2*y^2, x*y^2, 1]'	7
5441	'[x^2, y^2, x, y, x^2*y^2, x*y^2, 1]'	7
5442	'[x^3, y^3, x^2, x*y, x^2*y^2, x*y^2, 1]'	7
5443	'[x^3, y^3, y^2, x*y, x^2*y^2, x*y^2, 1]'	7
5444	'[x^3, x^2, y^2, x*y, x^2*y^2, x*y^2, 1]'	7
5445	'[y^3, x^2, y^2, x*y, x^2*y^2, x*y^2, 1]'	7
5446	'[x^3, y^3, x, x*y, x^2*y^2, x*y^2, 1]'	7
5447	'[x^3, x^2, x, x*y, x^2*y^2, x*y^2, 1]'	7
5448	'[y^3, x^2, x, x*y, x^2*y^2, x*y^2, 1]'	7
5449	'[x^3, y^2, x, x*y, x^2*y^2, x*y^2, 1]'	7
5450	'[y^3, y^2, x, x*y, x^2*y^2, x*y^2, 1]'	7
5451	'[x^2, y^2, x, x*y, x^2*y^2, x*y^2, 1]'	7
5452	'[x^3, y^3, y, x*y, x^2*y^2, x*y^2, 1]'	7
5453	'[x^3, x^2, y, x*y, x^2*y^2, x*y^2, 1]'	7
5454	'[y^3, x^2, y, x*y, x^2*y^2, x*y^2, 1]'	7
5455	'[x^3, y^2, y, x*y, x^2*y^2, x*y^2, 1]'	7
5456	'[y^3, y^2, y, x*y, x^2*y^2, x*y^2, 1]'	7
5457	'[x^2, y^2, y, x*y, x^2*y^2, x*y^2, 1]'	7
5458	'[x^3, x, y, x*y, x^2*y^2, x*y^2, 1]'	7
5459	'[y^3, x, y, x*y, x^2*y^2, x*y^2, 1]'	7
5460	'[x^2, x, y, x*y, x^2*y^2, x*y^2, 1]'	7
5461	'[y^2, x, y, x*y, x^2*y^2, x*y^2, 1]'	7
5462	'[x^3, y^3, x^2, y^2, x^3*y^3, x*y^2, 1]'	7
5463	'[x^3, y^3, x^2, x, x^3*y^3, x*y^2, 1]'	7
5464	'[x^3, y^3, y^2, x, x^3*y^3, x*y^2, 1]'	7
5465	'[x^3, x^2, y^2, x, x^3*y^3, x*y^2, 1]'	7
5466	'[y^3, x^2, y^2, x, x^3*y^3, x*y^2, 1]'	7
5467	'[x^3, y^3, x^2, y, x^3*y^3, x*y^2, 1]'	7
5468	'[x^3, y^3, y^2, y, x^3*y^3, x*y^2, 1]'	7
5469	'[x^3, x^2, y^2, y, x^3*y^3, x*y^2, 1]'	7
5470	'[y^3, x^2, y^2, y, x^3*y^3, x*y^2, 1]'	7
5471	'[x^3, y^3, x, y, x^3*y^3, x*y^2, 1]'	7
5472	'[x^3, x^2, x, y, x^3*y^3, x*y^2, 1]'	7
5473	'[y^3, x^2, x, y, x^3*y^3, x*y^2, 1]'	7
5474	'[x^3, y^2, x, y, x^3*y^3, x*y^2, 1]'	7
5475	'[y^3, y^2, x, y, x^3*y^3, x*y^2, 1]'	7
5476	'[x^2, y^2, x, y, x^3*y^3, x*y^2, 1]'	7
5477	'[x^3, y^3, x^2, x*y, x^3*y^3, x*y^2, 1]'	7
5478	'[x^3, y^3, y^2, x*y, x^3*y^3, x*y^2, 1]'	7
5479	'[x^3, x^2, y^2, x*y, x^3*y^3, x*y^2, 1]'	7
5480	'[y^3, x^2, y^2, x*y, x^3*y^3, x*y^2, 1]'	7
5481	'[x^3, y^3, x, x*y, x^3*y^3, x*y^2, 1]'	7
5482	'[x^3, x^2, x, x*y, x^3*y^3, x*y^2, 1]'	7
5483	'[y^3, x^2, x, x*y, x^3*y^3, x*y^2, 1]'	7
5484	'[x^3, y^2, x, x*y, x^3*y^3, x*y^2, 1]'	7
5485	'[y^3, y^2, x, x*y, x^3*y^3, x*y^2, 1]'	7
5486	'[x^2, y^2, x, x*y, x^3*y^3, x*y^2, 1]'	7
5487	'[x^3, y^3, y, x*y, x^3*y^3, x*y^2, 1]'	7
5488	'[x^3, x^2, y, x*y, x^3*y^3, x*y^2, 1]'	7
5489	'[y^3, x^2, y, x*y, x^3*y^3, x*y^2, 1]'	7
5490	'[x^3, y^2, y, x*y, x^3*y^3, x*y^2, 1]'	7
5491	'[y^3, y^2, y, x*y, x^3*y^3, x*y^2, 1]'	7
5492	'[x^2, y^2, y, x*y, x^3*y^3, x*y^2, 1]'	7
5493	'[x^3, x, y, x*y, x^3*y^3, x*y^2, 1]'	7
5494	'[y^3, x, y, x*y, x^3*y^3, x*y^2, 1]'	7
5495	'[x^2, x, y, x*y, x^3*y^3, x*y^2, 1]'	7
5496	'[y^2, x, y, x*y, x^3*y^3, x*y^2, 1]'	7
5497	'[x^3, y^3, x^2, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5498	'[x^3, y^3, y^2, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5499	'[x^3, x^2, y^2, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5500	'[y^3, x^2, y^2, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5501	'[x^3, y^3, x, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5502	'[x^3, x^2, x, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5503	'[y^3, x^2, x, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5504	'[x^3, y^2, x, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5505	'[y^3, y^2, x, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5506	'[x^2, y^2, x, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5507	'[x^3, y^3, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5508	'[x^3, x^2, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5509	'[y^3, x^2, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5510	'[x^3, y^2, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5511	'[y^3, y^2, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5512	'[x^2, y^2, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5513	'[x^3, x, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5514	'[y^3, x, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5515	'[x^2, x, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5516	'[y^2, x, y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5517	'[x^3, y^3, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5518	'[x^3, x^2, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5519	'[y^3, x^2, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5520	'[x^3, y^2, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5521	'[y^3, y^2, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5522	'[x^2, y^2, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5523	'[x^3, x, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5524	'[y^3, x, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5525	'[x^2, x, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5526	'[y^2, x, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5527	'[x^3, y, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5528	'[y^3, y, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5529	'[x^2, y, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5530	'[y^2, y, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5531	'[x, y, x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	7
5532	'[x^3, y^3, x^2, y^2, x^2*y, x*y^2, 1]'	7
5533	'[x^3, y^3, x^2, x, x^2*y, x*y^2, 1]'	7
5534	'[x^3, y^3, y^2, x, x^2*y, x*y^2, 1]'	7
5535	'[x^3, x^2, y^2, x, x^2*y, x*y^2, 1]'	7
5536	'[y^3, x^2, y^2, x, x^2*y, x*y^2, 1]'	7
5537	'[x^3, y^3, x^2, y, x^2*y, x*y^2, 1]'	7
5538	'[x^3, y^3, y^2, y, x^2*y, x*y^2, 1]'	7
5539	'[x^3, x^2, y^2, y, x^2*y, x*y^2, 1]'	7
5540	'[y^3, x^2, y^2, y, x^2*y, x*y^2, 1]'	7
5541	'[x^3, y^3, x, y, x^2*y, x*y^2, 1]'	7
5542	'[x^3, x^2, x, y, x^2*y, x*y^2, 1]'	7
5543	'[y^3, x^2, x, y, x^2*y, x*y^2, 1]'	7
5544	'[x^3, y^2, x, y, x^2*y, x*y^2, 1]'	7
5545	'[y^3, y^2, x, y, x^2*y, x*y^2, 1]'	7
5546	'[x^2, y^2, x, y, x^2*y, x*y^2, 1]'	7
5547	'[x^3, y^3, x^2, x*y, x^2*y, x*y^2, 1]'	7
5548	'[x^3, y^3, y^2, x*y, x^2*y, x*y^2, 1]'	7
5549	'[x^3, x^2, y^2, x*y, x^2*y, x*y^2, 1]'	7
5550	'[y^3, x^2, y^2, x*y, x^2*y, x*y^2, 1]'	7
5551	'[x^3, y^3, x, x*y, x^2*y, x*y^2, 1]'	7
5552	'[x^3, x^2, x, x*y, x^2*y, x*y^2, 1]'	7
5553	'[y^3, x^2, x, x*y, x^2*y, x*y^2, 1]'	7
5554	'[x^3, y^2, x, x*y, x^2*y, x*y^2, 1]'	7
5555	'[y^3, y^2, x, x*y, x^2*y, x*y^2, 1]'	7
5556	'[x^2, y^2, x, x*y, x^2*y, x*y^2, 1]'	7
5557	'[x^3, y^3, y, x*y, x^2*y, x*y^2, 1]'	7
5558	'[x^3, x^2, y, x*y, x^2*y, x*y^2, 1]'	7
5559	'[y^3, x^2, y, x*y, x^2*y, x*y^2, 1]'	7
5560	'[x^3, y^2, y, x*y, x^2*y, x*y^2, 1]'	7
5561	'[y^3, y^2, y, x*y, x^2*y, x*y^2, 1]'	7
5562	'[x^2, y^2, y, x*y, x^2*y, x*y^2, 1]'	7
5563	'[x^3, x, y, x*y, x^2*y, x*y^2, 1]'	7
5564	'[y^3, x, y, x*y, x^2*y, x*y^2, 1]'	7
5565	'[x^2, x, y, x*y, x^2*y, x*y^2, 1]'	7
5566	'[y^2, x, y, x*y, x^2*y, x*y^2, 1]'	7
5567	'[x^3, y^3, x^2, x^2*y^2, x^2*y, x*y^2, 1]'	7
5568	'[x^3, y^3, y^2, x^2*y^2, x^2*y, x*y^2, 1]'	7
5569	'[x^3, x^2, y^2, x^2*y^2, x^2*y, x*y^2, 1]'	7
5570	'[y^3, x^2, y^2, x^2*y^2, x^2*y, x*y^2, 1]'	7
5571	'[x^3, y^3, x, x^2*y^2, x^2*y, x*y^2, 1]'	7
5572	'[x^3, x^2, x, x^2*y^2, x^2*y, x*y^2, 1]'	7
5573	'[y^3, x^2, x, x^2*y^2, x^2*y, x*y^2, 1]'	7
5574	'[x^3, y^2, x, x^2*y^2, x^2*y, x*y^2, 1]'	7
5575	'[y^3, y^2, x, x^2*y^2, x^2*y, x*y^2, 1]'	7
5576	'[x^2, y^2, x, x^2*y^2, x^2*y, x*y^2, 1]'	7
5577	'[x^3, y^3, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5578	'[x^3, x^2, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5579	'[y^3, x^2, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5580	'[x^3, y^2, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5581	'[y^3, y^2, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5582	'[x^2, y^2, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5583	'[x^3, x, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5584	'[y^3, x, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5585	'[x^2, x, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5586	'[y^2, x, y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5587	'[x^3, y^3, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5588	'[x^3, x^2, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5589	'[y^3, x^2, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5590	'[x^3, y^2, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5591	'[y^3, y^2, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5592	'[x^2, y^2, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5593	'[x^3, x, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5594	'[y^3, x, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5595	'[x^2, x, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5596	'[y^2, x, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5597	'[x^3, y, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5598	'[y^3, y, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5599	'[x^2, y, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5600	'[y^2, y, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5601	'[x, y, x*y, x^2*y^2, x^2*y, x*y^2, 1]'	7
5602	'[x^3, y^3, x^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5603	'[x^3, y^3, y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5604	'[x^3, x^2, y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5605	'[y^3, x^2, y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5606	'[x^3, y^3, x, x^3*y^3, x^2*y, x*y^2, 1]'	7
5607	'[x^3, x^2, x, x^3*y^3, x^2*y, x*y^2, 1]'	7
5608	'[y^3, x^2, x, x^3*y^3, x^2*y, x*y^2, 1]'	7
5609	'[x^3, y^2, x, x^3*y^3, x^2*y, x*y^2, 1]'	7
5610	'[y^3, y^2, x, x^3*y^3, x^2*y, x*y^2, 1]'	7
5611	'[x^2, y^2, x, x^3*y^3, x^2*y, x*y^2, 1]'	7
5612	'[x^3, y^3, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5613	'[x^3, x^2, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5614	'[y^3, x^2, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5615	'[x^3, y^2, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5616	'[y^3, y^2, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5617	'[x^2, y^2, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5618	'[x^3, x, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5619	'[y^3, x, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5620	'[x^2, x, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5621	'[y^2, x, y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5622	'[x^3, y^3, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5623	'[x^3, x^2, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5624	'[y^3, x^2, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5625	'[x^3, y^2, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5626	'[y^3, y^2, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5627	'[x^2, y^2, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5628	'[x^3, x, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5629	'[y^3, x, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5630	'[x^2, x, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5631	'[y^2, x, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5632	'[x^3, y, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5633	'[y^3, y, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5634	'[x^2, y, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5635	'[y^2, y, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5636	'[x, y, x*y, x^3*y^3, x^2*y, x*y^2, 1]'	7
5637	'[x^3, y^3, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5638	'[x^3, x^2, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5639	'[y^3, x^2, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5640	'[x^3, y^2, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5641	'[y^3, y^2, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5642	'[x^2, y^2, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5643	'[x^3, x, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5644	'[y^3, x, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5645	'[x^2, x, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5646	'[y^2, x, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5647	'[x^3, y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5648	'[y^3, y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5649	'[x^2, y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5650	'[y^2, y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5651	'[x, y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5652	'[x^3, x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5653	'[y^3, x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5654	'[x^2, x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5655	'[y^2, x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5656	'[x, x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5657	'[y, x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, 1]'	7
5658	'[x^3, y^3, x^2, y^2, x^3*y, x*y^2, 1]'	7
5659	'[x^3, y^3, x^2, x, x^3*y, x*y^2, 1]'	7
5660	'[x^3, y^3, y^2, x, x^3*y, x*y^2, 1]'	7
5661	'[x^3, x^2, y^2, x, x^3*y, x*y^2, 1]'	7
5662	'[y^3, x^2, y^2, x, x^3*y, x*y^2, 1]'	7
5663	'[x^3, y^3, x^2, y, x^3*y, x*y^2, 1]'	7
5664	'[x^3, y^3, y^2, y, x^3*y, x*y^2, 1]'	7
5665	'[x^3, x^2, y^2, y, x^3*y, x*y^2, 1]'	7
5666	'[y^3, x^2, y^2, y, x^3*y, x*y^2, 1]'	7
5667	'[x^3, y^3, x, y, x^3*y, x*y^2, 1]'	7
5668	'[x^3, x^2, x, y, x^3*y, x*y^2, 1]'	7
5669	'[y^3, x^2, x, y, x^3*y, x*y^2, 1]'	7
5670	'[x^3, y^2, x, y, x^3*y, x*y^2, 1]'	7
5671	'[y^3, y^2, x, y, x^3*y, x*y^2, 1]'	7
5672	'[x^2, y^2, x, y, x^3*y, x*y^2, 1]'	7
5673	'[x^3, y^3, x^2, x*y, x^3*y, x*y^2, 1]'	7
5674	'[x^3, y^3, y^2, x*y, x^3*y, x*y^2, 1]'	7
5675	'[x^3, x^2, y^2, x*y, x^3*y, x*y^2, 1]'	7
5676	'[y^3, x^2, y^2, x*y, x^3*y, x*y^2, 1]'	7
5677	'[x^3, y^3, x, x*y, x^3*y, x*y^2, 1]'	7
5678	'[x^3, x^2, x, x*y, x^3*y, x*y^2, 1]'	7
5679	'[y^3, x^2, x, x*y, x^3*y, x*y^2, 1]'	7
5680	'[x^3, y^2, x, x*y, x^3*y, x*y^2, 1]'	7
5681	'[y^3, y^2, x, x*y, x^3*y, x*y^2, 1]'	7
5682	'[x^2, y^2, x, x*y, x^3*y, x*y^2, 1]'	7
5683	'[x^3, y^3, y, x*y, x^3*y, x*y^2, 1]'	7
5684	'[x^3, x^2, y, x*y, x^3*y, x*y^2, 1]'	7
5685	'[y^3, x^2, y, x*y, x^3*y, x*y^2, 1]'	7
5686	'[x^3, y^2, y, x*y, x^3*y, x*y^2, 1]'	7
5687	'[y^3, y^2, y, x*y, x^3*y, x*y^2, 1]'	7
5688	'[x^2, y^2, y, x*y, x^3*y, x*y^2, 1]'	7
5689	'[x^3, x, y, x*y, x^3*y, x*y^2, 1]'	7
5690	'[y^3, x, y, x*y, x^3*y, x*y^2, 1]'	7
5691	'[x^2, x, y, x*y, x^3*y, x*y^2, 1]'	7
5692	'[y^2, x, y, x*y, x^3*y, x*y^2, 1]'	7
5693	'[x^3, y^3, x^2, x^2*y^2, x^3*y, x*y^2, 1]'	7
5694	'[x^3, y^3, y^2, x^2*y^2, x^3*y, x*y^2, 1]'	7
5695	'[x^3, x^2, y^2, x^2*y^2, x^3*y, x*y^2, 1]'	7
5696	'[y^3, x^2, y^2, x^2*y^2, x^3*y, x*y^2, 1]'	7
5697	'[x^3, y^3, x, x^2*y^2, x^3*y, x*y^2, 1]'	7
5698	'[x^3, x^2, x, x^2*y^2, x^3*y, x*y^2, 1]'	7
5699	'[y^3, x^2, x, x^2*y^2, x^3*y, x*y^2, 1]'	7
5700	'[x^3, y^2, x, x^2*y^2, x^3*y, x*y^2, 1]'	7
5701	'[y^3, y^2, x, x^2*y^2, x^3*y, x*y^2, 1]'	7
5702	'[x^2, y^2, x, x^2*y^2, x^3*y, x*y^2, 1]'	7
5703	'[x^3, y^3, y, x^2*y^2, x^3*y, x*y^2, 1]'	7
5704	'[x^3, x^2, y, x^2*y^2, x^3*y, x*y^2, 1]'	7
5705	'[y^3, x^2, y, x^2*y^2, x^3*y, x*y^2, 1]'	7
5706	'[x^3, y^2, y, x^2*y^2, x^3*y, x*y^2, 1]'	7
5707	'[y^3, y^2, y, x^2*y^2, x^3*y, x*y^2, 1]'	7
